10001, 2005-9-28, everbank, W, 899, 9458
10533, 2004-5-5, louisiana superdome, W, 813, 3670
10534, 2006-1-8, lambeau, T, 1909, 4786
10535, 2016-3-6, lambeau, L, 2651, 3381
10536, 2010-5-21, dallas cowboys, T, 3491, 818
10537, 2014-7-22, giants, L, 4322, 6765
10538, 2015-11-5, soldier field ii, W, 1008, 7906
10539, 2015-8-9, oakland-alameda, L, 1554, 6550
10540, 2001-4-27, dolphin, W, 2069, 7940
10541, 2016-6-15, cleveland browns, T, 1065, 8897
10542, 2006-8-6, raymond james, L, 3554, 1880
10543, 2009-11-19, lambeau, T, 4914, 5399
10544, 2018-12-13, ralph wilson, L, 3312, 8420
10545, 2016-6-30, lincoln, L, 2931, 6993
10546, 2014-1-3, giants, T, 2267, 4341
10547, 2009-10-29, university of phoenix, T, 4647, 9219
10548, 2003-1-5, dolphin, W, 305, 3135
10549, 2002-5-18, university of phoenix, W, 2179, 902
10550, 2004-3-21, oakland-alameda, W, 744, 893
10551, 2005-9-30, fedexfield, L, 4904, 749
10552, 2001-9-18, bank of america, L, 2559, 7350
10553, 2003-7-28, oakland-alameda, W, 3214, 2773
10554, 2017-11-27, everbank, L, 407, 8736
10555, 2018-6-25, soldier field ii, L, 3309, 3959
10556, 2017-9-21, arrowhead, L, 300, 2121
10557, 2014-11-29, qwest, T, 804, 1363
10558, 2008-9-7, qwest, W, 1232, 7888
10559, 2004-9-23, university of phoenix, L, 4447, 5608
10560, 2006-10-3, soldier field ii, T, 3609, 7113
10561, 2014-9-6, qualcomm, T, 1420, 9720
10562, 2014-8-1, invesco, T, 4391, 6769
10563, 2015-2-6, soldier field ii, T, 1781, 5871
10564, 2008-12-5, heinz, W, 1227, 1755
10565, 2011-5-16, louisiana superdome, W, 3986, 4526
10566, 2006-1-15, candlestick, W, 1395, 8944
10567, 2010-9-4, university of phoenix, T, 4273, 5276
10568, 2005-4-26, lambeau, T, 2460, 292
10569, 2018-1-4, university of phoenix, W, 4508, 2409
10570, 2017-7-5, lucas oil, W, 2040, 7010
10571, 2006-9-27, giants, W, 168, 392
10572, 2009-8-25, raymond james, L, 3021, 1405
10573, 2017-11-26, ralph wilson, W, 1379, 7248
10574, 2015-7-8, ralph wilson, W, 2098, 9337
10575, 2009-3-13, ralph wilson, T, 4824, 7562
10576, 2014-1-12, dallas cowboys, W, 4490, 6573
10577, 2003-7-8, soldier field ii, W, 4949, 1678
10578, 2007-11-1, reliant, T, 3592, 7349
10579, 2004-7-29, heinz, T, 1031, 5145
10580, 2014-6-18, everbank, T, 541, 3632
10581, 2014-6-8, edward jones, L, 4928, 683
10582, 2007-4-27, qualcomm, T, 4857, 8782
10583, 2009-7-4, reliant, T, 564, 2564
10584, 2011-4-25, lp, T, 3105, 2622
10585, 2015-7-5, soldier field ii, T, 443, 8980
10586, 2008-10-18, cleveland browns, T, 4059, 6505
10587, 2017-2-13, lambeau, T, 4222, 1995
10588, 2001-12-22, m&t bank, W, 2711, 8822
10589, 2009-8-18, hubert metrodome, T, 622, 4774
10590, 2016-10-14, edward jones, W, 428, 8141
10591, 2016-4-18, lincoln, W, 1817, 210
10592, 2018-6-25, paul brown, T, 2517, 9429
10593, 2017-11-22, dolphin, L, 2409, 7280
10594, 2000-7-5, bank of america, T, 1283, 1382
10595, 2013-7-9, lp, L, 2316, 1898
10596, 2012-3-15, m&t bank, L, 3455, 4160
10597, 2011-2-24, oakland-alameda, T, 1495, 8611
10598, 2002-8-25, lincoln, L, 3107, 1651
10599, 2005-12-14, georgia dome, T, 2713, 9285
10600, 2010-3-13, cleveland browns, W, 517, 7937
10601, 2015-1-22, raymond james, W, 2926, 985
10602, 2009-6-29, raymond james, T, 1880, 437
10603, 2018-2-24, everbank, L, 2234, 5806
10604, 2005-3-26, ford, W, 3485, 3193
10605, 2004-1-27, soldier field ii, T, 1210, 2951
10606, 2017-6-15, dallas cowboys, W, 168, 2809
10607, 2006-11-22, heinz, W, 4849, 7912
10608, 2006-3-27, reliant, T, 2550, 2840
10609, 2004-11-27, giants, W, 2635, 2674
10610, 2002-10-4, louisiana superdome, L, 3976, 2132
10611, 2017-3-28, soldier field ii, T, 1350, 3393
10612, 2013-1-30, lincoln, T, 4776, 5576
10613, 2006-5-1, fedexfield, W, 2406, 9666
10614, 2012-4-18, louisiana superdome, L, 2979, 349
10615, 2011-4-6, qwest, T, 1988, 6838
10616, 2007-7-1, oakland-alameda, W, 618, 1807
10617, 2001-2-15, qualcomm, W, 4018, 2044
10618, 2005-6-2, lp, L, 3617, 7174
10619, 2005-3-11, paul brown, L, 266, 4348
10620, 2015-11-25, raymond james, W, 2772, 8752
10621, 2000-9-7, candlestick, W, 1457, 5808
10622, 2018-1-21, university of phoenix, L, 4305, 5325
10623, 2015-12-26, lincoln, W, 1811, 5389
10624, 2012-11-6, gillette, L, 2642, 6245
10625, 2008-10-7, candlestick, W, 1382, 5895
10626, 2001-7-12, edward jones, T, 4976, 9868
10627, 2009-4-11, university of phoenix, T, 449, 1903
10628, 2011-4-21, qwest, L, 1153, 890
10629, 2017-6-28, raymond james, W, 3550, 1115
10630, 2007-1-14, lp, W, 1618, 346
10631, 2015-4-28, fedexfield, W, 3148, 4711
10632, 2018-8-4, qwest, L, 820, 7426
10633, 2006-7-23, soldier field ii, T, 4043, 3341
10634, 2003-9-26, lp, L, 518, 9151
10635, 2014-12-14, paul brown, W, 3469, 6453
10636, 2011-12-24, candlestick, T, 2564, 6434
10637, 2006-9-12, arrowhead, L, 2086, 3847
10638, 2001-8-22, raymond james, L, 3632, 9071
10639, 2012-10-22, raymond james, L, 656, 5153
10640, 2008-3-6, paul brown, L, 2471, 8356
10641, 2013-10-29, gillette, L, 1495, 9221
10642, 2007-3-8, ralph wilson, W, 4271, 3531
10643, 2012-1-26, gillette, W, 1507, 6438
10644, 2017-1-13, edward jones, W, 3841, 8973
10645, 2018-2-11, dallas cowboys, L, 189, 9771
10646, 2007-12-17, edward jones, W, 4829, 5469
10647, 2015-4-15, bank of america, W, 1831, 8063
10648, 2000-1-3, bank of america, L, 4774, 5917
10649, 2016-11-10, dallas cowboys, L, 618, 5075
10650, 2005-12-29, lincoln, W, 2608, 6818
10651, 2010-2-29, bank of america, L, 918, 7084
10652, 2013-9-17, raymond james, T, 1310, 3326
10653, 2008-2-18, cleveland browns, W, 1838, 3152
10654, 2015-11-28, giants, T, 1349, 1420
10655, 2010-4-28, candlestick, L, 4798, 3094
10656, 2014-2-4, lucas oil, T, 4065, 1955
10657, 2004-7-22, edward jones, L, 1884, 2127
10658, 2010-8-22, bank of america, W, 395, 8159
10659, 2016-4-28, qualcomm, L, 2138, 4829
10660, 2018-11-6, gillette, W, 601, 9691
10661, 2013-11-23, edward jones, W, 1023, 855
10662, 2000-10-3, lp, T, 4674, 9073
10663, 2017-6-18, paul brown, L, 2256, 837
10664, 2018-2-25, paul brown, T, 3122, 7717
10665, 2013-7-17, fedexfield, L, 3090, 9248
10666, 2009-8-17, lincoln, T, 3986, 2960
10667, 2007-9-14, fedexfield, L, 2045, 4507
10668, 2002-4-10, reliant, L, 927, 3550
10669, 2010-12-13, ford, W, 3634, 4966
10670, 2017-4-10, oakland-alameda, T, 2915, 6665
10671, 2006-7-4, dolphin, T, 4705, 8725
10672, 2014-7-12, lucas oil, W, 2756, 5025
10673, 2016-5-1, qwest, L, 2522, 112
10674, 2000-3-13, lucas oil, W, 876, 6153
10675, 2002-10-28, fedexfield, L, 1079, 2001
10676, 2002-12-11, reliant, W, 1394, 2314
10677, 2005-4-7, qwest, W, 1921, 153
10678, 2001-12-28, lp, T, 2982, 5925
10679, 2011-6-27, dolphin, T, 1749, 633
10680, 2011-12-29, reliant, T, 3067, 6004
10681, 2002-5-28, candlestick, L, 4661, 3352
10682, 2018-8-4, cleveland browns, T, 1606, 9685
10683, 2001-8-30, m&t bank, L, 3581, 3223
10684, 2015-11-6, ford, T, 4088, 8989
10685, 2007-4-19, edward jones, L, 325, 3851
10686, 2005-12-6, giants, T, 623, 1793
10687, 2010-1-28, hubert metrodome, L, 994, 4771
10688, 2003-5-5, gillette, T, 1264, 3352
10689, 2000-12-7, fedexfield, W, 4655, 8856
10690, 2007-10-22, edward jones, W, 602, 1266
10691, 2007-6-9, fedexfield, W, 475, 6544
10692, 2003-11-8, cleveland browns, W, 4254, 9823
10693, 2007-10-11, georgia dome, T, 4862, 2082
10694, 2013-6-6, ralph wilson, L, 984, 5127
10695, 2012-3-19, lincoln, T, 4389, 5710
10696, 2009-7-17, ralph wilson, W, 3915, 5297
10697, 2005-10-4, paul brown, T, 3768, 900
10698, 2016-4-13, cleveland browns, W, 1382, 8936
10699, 2017-9-16, ralph wilson, T, 100, 4626
10700, 2014-8-26, fedexfield, T, 1757, 6530
10701, 2001-7-6, hubert metrodome, L, 2111, 4444
10702, 2007-4-23, everbank, W, 2083, 7729
10703, 2007-3-20, paul brown, L, 2014, 4893
10704, 2015-2-26, cleveland browns, T, 4903, 1612
10705, 2017-5-13, dolphin, W, 3800, 7280
10706, 2003-2-4, m&t bank, L, 3726, 5240
10707, 2009-3-18, georgia dome, L, 4173, 7087
10708, 2003-3-25, arrowhead, L, 4746, 958
10709, 2003-11-27, oakland-alameda, W, 215, 3492
10710, 2016-4-22, ralph wilson, W, 4384, 9676
10711, 2002-7-10, fedexfield, T, 1434, 5961
10712, 2001-11-11, georgia dome, W, 2069, 7826
10713, 2010-4-26, candlestick, L, 1084, 9122
10714, 2003-7-18, raymond james, T, 1637, 8853
10715, 2003-2-17, lincoln, L, 2853, 9014
10716, 2011-9-10, paul brown, W, 3135, 5344
10717, 2007-10-12, paul brown, L, 656, 1409
10718, 2015-1-4, louisiana superdome, L, 3155, 3503
10719, 2013-10-8, lincoln, T, 3036, 7397
10720, 2015-11-26, paul brown, W, 4048, 5597
10721, 2001-2-14, cleveland browns, W, 4839, 6532
10722, 2012-3-2, lambeau, T, 3937, 4646
10723, 2000-3-23, georgia dome, T, 4798, 1555
10724, 2013-9-15, giants, T, 3664, 155
10725, 2018-12-5, louisiana superdome, W, 935, 7209
10726, 2012-7-1, lambeau, L, 4023, 467
10727, 2004-9-28, lambeau, W, 3387, 7221
10728, 2000-10-28, lambeau, W, 429, 5096
10729, 2008-2-7, lucas oil, W, 2641, 8518
10730, 2007-4-19, oakland-alameda, T, 3254, 3661
10731, 2017-8-3, lucas oil, L, 2940, 3087
10732, 2006-5-24, everbank, W, 2479, 2586
10733, 2006-12-21, qwest, T, 2769, 8195
10734, 2009-5-10, lucas oil, L, 4835, 6925
10735, 2001-7-18, louisiana superdome, W, 4660, 7699
10736, 2018-10-26, cleveland browns, L, 1995, 3252
10737, 2006-1-19, university of phoenix, W, 981, 7932
10738, 2000-12-27, university of phoenix, L, 488, 8140
10739, 2007-12-19, invesco, W, 1707, 8683
10740, 2009-6-12, heinz, W, 335, 7578
10741, 2001-3-1, qualcomm, W, 1335, 303
10742, 2018-7-12, heinz, L, 4925, 215
10743, 2000-3-10, qualcomm, W, 4220, 2925
10744, 2006-12-15, heinz, T, 2785, 7894
10745, 2007-5-18, lambeau, W, 728, 4200
10746, 2001-9-10, reliant, W, 937, 3550
10747, 2007-3-16, candlestick, T, 3256, 5014
10748, 2017-5-15, dallas cowboys, T, 1160, 8440
10749, 2004-10-7, louisiana superdome, W, 1892, 1221
10750, 2002-1-6, qualcomm, L, 4252, 2351
10751, 2008-6-30, bank of america, T, 2967, 9459
10752, 2017-11-16, soldier field ii, W, 4421, 7951
10753, 2003-3-24, lincoln, T, 2912, 1703
10754, 2014-1-13, qualcomm, W, 4903, 4323
10755, 2008-6-8, dallas cowboys, L, 2938, 7646
10756, 2010-7-8, soldier field ii, W, 1749, 7921
10757, 2014-9-2, raymond james, W, 4714, 9447
10758, 2007-6-8, fedexfield, W, 4414, 9068
10759, 2005-10-18, paul brown, T, 3640, 2367
10760, 2000-9-21, lucas oil, W, 4349, 5488
10761, 2018-2-8, reliant, T, 2574, 7121
10762, 2005-9-23, dallas cowboys, W, 4187, 4074
10763, 2002-6-17, lincoln, T, 1433, 6779
10764, 2001-4-30, m&t bank, L, 1735, 6257
10765, 2003-10-17, ralph wilson, T, 4942, 8934
10766, 2009-3-3, university of phoenix, L, 4636, 6996
10767, 2006-11-22, reliant, T, 3272, 5639
10768, 2016-2-2, lincoln, T, 1824, 5492
10769, 2003-8-10, paul brown, W, 3691, 8612
10770, 2006-10-16, qualcomm, L, 2247, 7286
10771, 2008-7-7, raymond james, T, 534, 1009
10772, 2012-5-23, bank of america, W, 1864, 1258
10773, 2012-5-22, fedexfield, W, 3622, 6116
10774, 2006-3-11, ralph wilson, L, 2483, 4066
10775, 2017-9-12, lp, W, 2546, 1199
10776, 2013-9-16, arrowhead, W, 3316, 4256
10777, 2006-4-17, lambeau, L, 1381, 6668
10778, 2003-1-9, dolphin, W, 4052, 2889
10779, 2004-1-7, invesco, T, 3823, 7906
10780, 2003-2-27, paul brown, T, 2986, 3465
10781, 2015-12-25, arrowhead, L, 2315, 6988
10782, 2010-8-19, university of phoenix, T, 4252, 1298
10783, 2009-3-14, edward jones, T, 2925, 9591
10784, 2005-3-28, m&t bank, W, 2359, 7487
10785, 2015-3-8, georgia dome, W, 1014, 1034
10786, 2012-7-3, qwest, T, 2673, 2133
10787, 2008-11-13, lucas oil, L, 3054, 6410
10788, 2004-1-9, edward jones, L, 1366, 2403
10789, 2007-3-20, everbank, T, 3892, 638
10790, 2013-10-15, dolphin, W, 2907, 8055
10791, 2001-1-17, lucas oil, W, 299, 3786
10792, 2007-11-30, dallas cowboys, L, 3962, 6163
10793, 2008-7-5, giants, T, 4071, 9752
10794, 2015-5-4, m&t bank, W, 4120, 8100
10795, 2016-5-24, bank of america, T, 3277, 2819
10796, 2009-11-14, edward jones, T, 320, 8698
10797, 2014-1-30, raymond james, T, 3951, 6842
10798, 2016-1-12, hubert metrodome, W, 632, 100
10799, 2018-6-14, edward jones, T, 3112, 8355
10800, 2003-2-22, giants, L, 4637, 9456
10801, 2009-1-22, invesco, T, 1888, 2572
10802, 2004-5-18, m&t bank, W, 2691, 2391
10803, 2002-5-15, giants, T, 4414, 6149
10804, 2006-9-30, everbank, W, 4610, 6488
10805, 2007-5-6, cleveland browns, T, 742, 2957
10806, 2017-6-4, lambeau, W, 857, 7536
10807, 2002-7-18, bank of america, T, 3746, 3876
10808, 2001-6-22, lp, T, 4863, 3182
10809, 2013-8-8, university of phoenix, T, 3376, 1351
10810, 2008-11-15, ford, W, 581, 2346
10811, 2004-6-26, cleveland browns, T, 4927, 7202
10812, 2018-7-1, soldier field ii, T, 522, 2064
10813, 2011-2-12, heinz, W, 3287, 3324
10814, 2002-8-20, lucas oil, L, 3861, 8397
10815, 2013-3-4, gillette, W, 4538, 4414
10816, 2007-6-24, qwest, W, 4414, 9520
10817, 2015-5-22, arrowhead, W, 3166, 828
10818, 2017-12-4, raymond james, L, 934, 5905
10819, 2001-11-3, bank of america, L, 3341, 3340
10820, 2002-2-2, qwest, L, 498, 8471
10821, 2004-2-17, lp, W, 261, 7331
10822, 2013-2-11, oakland-alameda, T, 3897, 6519
10823, 2008-3-5, oakland-alameda, W, 3812, 9638
10824, 2016-12-25, qualcomm, W, 3158, 3426
10825, 2010-10-14, raymond james, T, 1179, 9510
10826, 2003-3-30, ralph wilson, T, 1290, 6105
10827, 2011-11-1, arrowhead, L, 2402, 4570
10828, 2001-8-13, hubert metrodome, T, 387, 2878
10829, 2018-10-8, oakland-alameda, W, 2437, 9218
10830, 2011-6-24, georgia dome, L, 4970, 8500
10831, 2004-11-28, edward jones, T, 2104, 6958
10832, 2005-9-30, hubert metrodome, W, 461, 2242
10833, 2008-7-1, soldier field ii, T, 1731, 9547
10834, 2011-1-1, arrowhead, L, 3368, 1811
10835, 2006-8-10, everbank, L, 4250, 549
10836, 2018-7-20, ralph wilson, T, 2139, 7805
10837, 2005-3-1, oakland-alameda, T, 2063, 8726
10838, 2016-6-28, lambeau, L, 1074, 882
10839, 2000-9-1, ralph wilson, L, 1453, 6868
10840, 2017-4-15, raymond james, W, 4726, 3165
10841, 2007-5-2, heinz, L, 4175, 302
10842, 2014-2-29, louisiana superdome, L, 2289, 9925
10843, 2014-3-16, invesco, W, 4439, 7585
10844, 2004-11-14, paul brown, T, 1264, 1064
10845, 2009-9-23, university of phoenix, L, 2666, 1769
10846, 2017-4-17, bank of america, W, 515, 5466
10847, 2018-5-16, university of phoenix, W, 344, 4138
10848, 2016-8-26, qwest, L, 4896, 6742
10849, 2008-1-13, paul brown, W, 2673, 7898
10850, 2015-11-11, university of phoenix, W, 862, 8829
10851, 2015-11-13, fedexfield, L, 1859, 3991
10852, 2013-2-19, candlestick, T, 2887, 5130
10853, 2018-7-26, dolphin, T, 2389, 9177
10854, 2009-8-12, reliant, L, 3705, 8820
10855, 2015-2-4, heinz, W, 612, 3141
10856, 2002-7-22, edward jones, T, 3690, 5969
10857, 2006-1-7, lucas oil, T, 2390, 1210
10858, 2016-4-12, everbank, L, 3169, 6343
10859, 2009-11-11, ford, L, 1115, 2924
10860, 2007-3-16, lucas oil, L, 4257, 257
10861, 2006-11-16, invesco, W, 3566, 3253
10862, 2002-7-21, fedexfield, L, 3226, 3804
10863, 2012-6-18, soldier field ii, T, 4179, 1167
10864, 2010-11-24, louisiana superdome, T, 2204, 7812
10865, 2012-8-16, reliant, W, 4429, 1321
10866, 2017-9-11, lp, W, 1237, 3890
10867, 2010-4-12, ralph wilson, L, 1231, 8946
10868, 2005-10-2, lambeau, W, 3881, 4336
10869, 2014-2-21, bank of america, L, 4673, 8833
10870, 2011-9-7, lincoln, W, 973, 8404
10871, 2012-5-20, university of phoenix, L, 1475, 4600
10872, 2000-1-10, ralph wilson, L, 1182, 4577
10873, 2010-10-19, edward jones, T, 3287, 7812
10874, 2004-2-18, raymond james, T, 2012, 5462
10875, 2017-9-10, qualcomm, L, 3151, 1661
10876, 2006-5-6, dolphin, L, 4585, 909
10877, 2007-4-14, ford, W, 4409, 582
10878, 2006-5-29, paul brown, T, 4050, 7167
10879, 2011-1-7, reliant, W, 3676, 9478
10880, 2016-11-3, m&t bank, W, 2421, 2369
10881, 2006-5-26, heinz, W, 4015, 9260
10882, 2005-2-7, lincoln, L, 2522, 2417
10883, 2015-8-23, bank of america, L, 3727, 5743
10884, 2016-4-17, qualcomm, W, 3585, 9392
10885, 2014-10-24, reliant, L, 3685, 3131
10886, 2001-8-12, raymond james, T, 733, 8031
10887, 2015-3-12, lambeau, L, 4496, 9264
10888, 2009-11-5, university of phoenix, L, 2253, 1914
10889, 2010-12-19, lucas oil, L, 2828, 7788
10890, 2008-10-26, everbank, T, 252, 9379
10891, 2007-9-19, gillette, L, 1708, 5915
10892, 2008-12-12, m&t bank, L, 4601, 4574
10893, 2003-10-30, dolphin, L, 1560, 9143
10894, 2011-10-16, louisiana superdome, W, 640, 8980
10895, 2004-5-24, cleveland browns, L, 1321, 8155
10896, 2006-5-16, dolphin, T, 362, 5506
10897, 2016-4-3, everbank, L, 2325, 2655
10898, 2013-2-27, heinz, T, 4502, 6572
10899, 2015-1-20, lincoln, L, 185, 3698
10900, 2005-8-11, reliant, T, 4094, 3049
10901, 2010-9-2, ralph wilson, L, 1553, 5746
10902, 2009-10-23, lambeau, L, 2372, 1271
10903, 2017-12-18, university of phoenix, L, 2676, 9451
10904, 2001-3-25, ralph wilson, T, 4307, 903
10905, 2001-6-4, lp, T, 4402, 8795
10906, 2005-11-12, gillette, T, 3950, 5096
10907, 2007-11-26, raymond james, W, 3902, 2488
10908, 2017-11-16, heinz, W, 2903, 5813
10909, 2008-9-3, fedexfield, L, 4944, 8097
10910, 2006-12-27, fedexfield, W, 1804, 5834
10911, 2014-7-30, louisiana superdome, W, 2537, 3619
10912, 2002-3-26, soldier field ii, T, 311, 6714
10913, 2006-9-2, qwest, W, 1514, 1515
10914, 2002-7-5, ralph wilson, T, 2207, 2492
10915, 2005-1-4, edward jones, W, 3513, 7509
10916, 2014-9-17, oakland-alameda, L, 1195, 9461
10917, 2013-12-7, fedexfield, W, 656, 6112
10918, 2007-10-9, giants, L, 4973, 9277
10919, 2018-1-11, everbank, T, 2646, 7797
10920, 2007-2-24, dallas cowboys, L, 1809, 8950
10921, 2001-5-9, qualcomm, L, 2744, 6050
10922, 2002-5-30, university of phoenix, L, 3526, 3487
10923, 2018-12-17, everbank, W, 922, 681
10924, 2001-6-10, arrowhead, T, 4432, 2908
10925, 2014-11-24, candlestick, T, 3046, 7619
10926, 2010-3-25, reliant, L, 2466, 1259
10927, 2013-4-24, lambeau, L, 4827, 4173
10928, 2004-6-15, qualcomm, L, 3237, 2213
10929, 2010-4-12, paul brown, T, 1327, 5779
10930, 2008-3-2, university of phoenix, W, 1467, 9050
10931, 2001-4-2, soldier field ii, W, 530, 2914
10932, 2003-9-27, louisiana superdome, W, 2004, 9308
10933, 2007-1-30, edward jones, W, 781, 3883
10934, 2015-4-5, oakland-alameda, W, 4486, 5850
10935, 2018-2-25, paul brown, T, 2806, 2013
10936, 2014-7-16, paul brown, L, 4987, 7600
10937, 2007-12-7, louisiana superdome, W, 1141, 4295
10938, 2009-5-2, louisiana superdome, W, 4264, 2461
10939, 2008-11-7, lucas oil, W, 1508, 9083
10940, 2011-8-20, ralph wilson, W, 1717, 3205
10941, 2000-3-24, ford, W, 583, 3124
10942, 2005-3-3, lambeau, T, 761, 2750
10943, 2000-3-12, candlestick, T, 2343, 6681
10944, 2008-12-5, paul brown, W, 4560, 6549
10945, 2011-4-15, dolphin, T, 1035, 6753
10946, 2003-6-7, lp, L, 3139, 248
10947, 2002-9-23, candlestick, W, 4472, 4664
10948, 2015-1-15, reliant, T, 4998, 8924
10949, 2008-12-16, louisiana superdome, L, 3781, 5467
10950, 2007-1-15, louisiana superdome, W, 1386, 5671
10951, 2002-7-17, invesco, W, 3386, 8166
10952, 2002-9-26, hubert metrodome, T, 3388, 5371
10953, 2010-8-26, soldier field ii, W, 3223, 3789
10954, 2017-4-26, cleveland browns, L, 3922, 2330
10955, 2014-3-22, dolphin, T, 477, 7223
10956, 2004-11-24, university of phoenix, W, 954, 3729
10957, 2013-6-3, fedexfield, L, 1956, 3824
10958, 2000-2-25, dolphin, T, 2527, 4676
10959, 2014-4-8, gillette, W, 1192, 3193
10960, 2002-10-11, gillette, L, 1621, 5241
10961, 2007-2-2, gillette, L, 271, 8974
10962, 2017-3-22, dallas cowboys, W, 1695, 7616
10963, 2007-8-20, edward jones, W, 1114, 179
10964, 2005-6-27, edward jones, W, 2101, 1018
10965, 2002-7-2, lucas oil, W, 2346, 4237
10966, 2003-12-13, qualcomm, W, 396, 7588
10967, 2014-11-20, hubert metrodome, L, 3895, 6057
10968, 2009-12-12, reliant, L, 2028, 1026
10969, 2003-12-8, qualcomm, T, 4159, 7336
10970, 2005-5-12, qualcomm, W, 1171, 7734
10971, 2000-11-5, louisiana superdome, W, 1580, 9436
10972, 2012-10-15, lp, T, 1820, 9061
10973, 2001-4-23, qwest, L, 3427, 4032
10974, 2010-11-18, georgia dome, L, 3907, 6492
10975, 2013-9-19, lincoln, W, 3544, 3110
10976, 2005-11-6, giants, T, 1474, 8029
10977, 2012-5-29, fedexfield, W, 2621, 8497
10978, 2018-10-25, bank of america, T, 3834, 2389
10979, 2000-11-19, invesco, T, 1812, 8430
10980, 2016-9-5, bank of america, W, 2933, 8663
10981, 2012-6-21, bank of america, T, 2810, 4124
10982, 2006-8-29, paul brown, L, 2789, 6677
10983, 2003-4-15, bank of america, W, 992, 9497
10984, 2018-4-9, hubert metrodome, L, 1286, 8920
10985, 2005-8-2, raymond james, W, 1733, 8804
10986, 2007-2-28, gillette, L, 4538, 8568
10987, 2007-8-19, ford, L, 2131, 5182
10988, 2001-2-1, heinz, L, 440, 4939
10989, 2011-3-8, edward jones, L, 1916, 7591
10990, 2018-10-7, ford, L, 4165, 6080
10991, 2008-5-14, university of phoenix, L, 1812, 7434
10992, 2015-7-5, university of phoenix, W, 3497, 8890
10993, 2007-6-30, cleveland browns, T, 3449, 8555
10994, 2006-3-1, hubert metrodome, W, 3051, 7947
10995, 2002-9-2, dallas cowboys, T, 3443, 2262
10996, 2000-10-30, qualcomm, T, 1010, 654
